ID,LABEL
,POSITIVE
897Tried this place for the first time.  The prices are reasonable however the food is sub par!  I ordered over easy eggs and got over medium to over
,POSITIVE
898This place is amazing. Yea, they've only been open 2 days, but everyone is on point. Menus are the exact same as regular Hooters and they are not jacking the
,POSITIVE
899We stayed here for 2 nights!!! Was initially impressed at the hotel because it looked clean and the room was decent! On top of that we were able to go
,POSITIVE
900AWEFUL bone-in ribeye. AVERAGE/BLAND/DRY au-gratin potatoes. GOOD lobster bisque.Both mine and my husband's rib-eyes were gristly and fatty (neither had marbling that is found in good cuts of meat). About
,POSITIVE
901This place caught my eye as I was passing by due to the great number of people who were congregating outside waiting for a table so I decided to try
,POSITIVE
902Hübsches Bad mit einigen Mängeln. Ich habe auch keine Lust da detailliert drauf einzugehen, da vieles schon genannt ist. Was mich aber am meisten gestört hat, war die Tatsache, dass
,POSITIVE
903crappy food and crappy service
,POSITIVE
904I come here on a Sunday for half off full service car wash. They are always friendly and I rarely have to have them redo or rewipe any area. Make
,POSITIVE
905ce resto se distingue de ses voisins grecs et italiens assez moyens.  Si vous voulez les meilleurs sushi en ville vous êtes à la bonne porte. Les chefs sont
,POSITIVE
906This hotel should if been torn down with the Stardust, Desert Inn, etc...Rooms and hallways smell musty. Water pressure sucks, elevators are slow... Plus a coffee shop in Vegas open
,POSITIVE
907This is the worst car wash I have ever been to. At the beginning of the wash I was pressured into fixing my windshield which I didn't even know was
,POSITIVE
908The name "Seafood Market Restaurant" conjures in the mind's eye a place that would specialize in just great seafood.  While this place apparently serves  fresh seafood, it does
,POSITIVE
909Legacy urgent care is great and convenient and you can always get in to see a doctor without a hassle or long wait. Staff is very nice and professional and
,POSITIVE
910Stopped by for dinner before seeing Penn & Teller at the Rio last week. It was my first visit to this location, so I was surprised to see such a
,POSITIVE
911Haven't been here in years ever since we''ve been staying on the main part of the strip for all that glitz, glam, tourists and crowds. But occasionally we like the
,POSITIVE
912I came here in 1992 and it was SO lacking in flavor, charm, value or anything else that I've remembered it all these years later.  Until today I was
,POSITIVE
913Im really not one to leave reviews and I especially hate leaving bad reviews but I am slightly upset being it was my first time trying to come to vape
,POSITIVE
914Loved this hotel! The staff was attentive, hotel and grounds were beautiful and the pool was awesome!  I felt so relaxed when I left. I will be returning for
,POSITIVE
915COD AW release was horrible!  They let a group of people in to Pre pickup the game an hour early then refused to let the rest of us in
,POSITIVE
916Absolutely amazing place. A very small space but it works for them. The smoothies are large and delicious. They also have a pretty big variety.
,POSITIVE
917My first visit to Phoenix and this was the first place Danielle took me after getting off the plane!  What a great place!  Great wine room and the
,POSITIVE
918After seeing all the wonderful reviews on Yelp for this restaurant, we decided to give it a try. Ordered rare steak and beef ball pho, chicken and shrimp goi cuon
,POSITIVE
919First time here, and we can't wait to come back!!!  Awesome service and even better food!!!!  Nice portions, and everything was seasoned and cooked perfect. The Italian and
,POSITIVE
920The only reason I am giving this place 2 starts is because we did not do the indoor mini golf or the laser tag, so I feel it is unfair
,POSITIVE
921Does anyone who actually lives here ever buy anything here? I never have. The prices are ridiculous and the shit ain't that good, because ultimately let's face it: they're scouring
,POSITIVE
922Zipps is awesome. We usually sit in the bar area and the servers are attentive, prompt, and courteous. We have never had a problem with the food, never gotten sick,
,POSITIVE
923On our Girl's Trip to Vegas, we wanted to do something different and decided to check out Minus 5 Ice Lounge. Sadly, we were very disappointed. We opted for the
,POSITIVE
924My wife just returned from here. First, they didn't want to do her nails because she didn't have an appointment (even though the place was more than half empty and
,POSITIVE
925- the location is excellent- the food is mediocre, and milder than they advertise- the wait staff is polite and bland.  At several opportunities, they were missing for more
,POSITIVE
926Stayed here for the weekend on a Staycation with my husband. Great rooms. Lots of resturaunts to choose from with great variety. All the resturaunts give u A LOT of
,POSITIVE
927So I think the hotel is great: good food, right in the middle of Freemont street, we stayed in the renovated part so our room was really clean and updated.
,POSITIVE
928OMG no I'm not saying Oh My God, OMG is the name of one of their burgers... I didn't have that one and I was glad I didn't because one
,POSITIVE
929Mama Ricotta's is my favorite restaurant in Charlotte. Here's why. I like the atmosphere and I love the food. I like Italian and MR has some if the best Italian
,POSITIVE
930i loveeeee RIO BUFFET! everytime I come to Vegas I always try to make a stop here.. I love dipping the crab legs and shrimps in the butter *drooool* They
,POSITIVE
931Très "bof" pour la livraison, du moins. Tout est froid, même la soupe. C'est tout dire... Le poulet sauté thaï était très ordinaire. Au fait, ou était le poulet? J'ai
,POSITIVE
932I was about to turn around and take the escalator back down because of the god awful line that has formed on a Saturday morning, luckily my best friend is
,POSITIVE
933Amazing! There were so many choices! Salad bar selection was so fresh and wonderful, sushi was good, crab legs were delicious, clam chowder was amazing, I could go on and
,POSITIVE
934Oh my!  I'm so glad I went here for my birthday.  They were prompt in seating us.  Also, the waitress was very fast with taking our orders.
,POSITIVE
935I just got my moped here about a week ago. I don't know much about bikes or mopeds and was afraid they might treat me badly since I wasn't exactly
,POSITIVE
936Service has only become worse since I left my original review, and I'm saying that as a weekly customer. No more, I'm giving up on this place. Life is too
,POSITIVE
937I really liked this place. It was clean, comfortable, and gooood. The only thing I do not like is the cash only and the $ can get expensive. I asked
,POSITIVE
938Positive review. Affordable stay, cool atmosphere, easy parking and a stones throw to the strip. Directly across from the Hard Rock Casino. Did I mention you can walk to Club
,POSITIVE
939Followed the rest of the group here around 4 am after a night of clubbing. The restaurant had plenty of people for such a wee hour in the night/morning so
,POSITIVE
940I would really like to not enjoy Pitts for my waistline, the cheese factor, and for the opportunity to make fun of my boyfriend who eats there so much they
,POSITIVE
941Went in at about 5:30 on a Monday. I ordered coconut, they were out. So I ordered vanilla bean... and they were out. I then ordered taro, and guess what,
,POSITIVE
942Slowest service I have ever experienced at a restaurant.  I will never go back.Not to mention my chocolate chip pancakes had multiple pieces of plastic mixed in with the
,POSITIVE
943Had dinner with my gf couple nights ago. The place itself looks very nice and elegant. However my gf's steak came out medium well when asked for a medium rare/rare.
,POSITIVE
944They send out a coupon offering express oil change service and put signs out on a Satarday, only to not offer the service. I wonder why people don't think very
,POSITIVE
945This Thai restaurant is the worst establishment I've ever been to. I recently moved to Phoenix from Los Angeles and so I've experienced a wide array of Thai food. I
,POSITIVE
946I've been in here a few times and never had a problem, other than its expensive. Well, I went in tonight and got my usual, the peach flavor and the
,POSITIVE
947The silhouette of the man smoking a pipe on the wooden marquee outside the store caused me to make several assumptions.  I imagined that I would step inside and
,POSITIVE
948Yuck! Bad service!We sat down and ordered.Getting refills was hard to do . My son had ordered an order of hot wings and fries and the rest of us ordered
,POSITIVE
949Risa is the best stylist ever!! I have difficult curly hair and Risa was really good about making it look great. She is attentive, works well with you in reaching
,POSITIVE
950I'm still getting mailers from this place. Nope. I won't go. Keep your stinky coupons. Boo.
,POSITIVE
951The staff is wonderful and very helpful. I lost 1lb today, and I went yesterday. The clinic is very clean and you need to go weekly so they can monitor
,POSITIVE
952Going to come here for a week straight while I'm in town visiting ! Love this place so much. Very nice facility and excellent customer service. The energy is amazing
,POSITIVE
953I've been a steady patron here since they opened. I have yet to leave anything but happy! Food quality is great and consistent, pricing is very reasonable. Decoration and location
,POSITIVE
954Stop in for the first time Saturday night.  Friendly people in the players club. Had the $9.99 prime rib special. Awesome deal as it also includes salad bar. 
,POSITIVE
955Tonya photographed our Wedding Ceremony and reception in Boulder City last month on the first hot day of the summer. She did an amazing job and went above and beyond
,POSITIVE
956I have no issue with the drinks here. Everything I have ever gotten was fine. My issue is with trying to spend time inside and read. I only come in
,POSITIVE
957Clean store and helpful but not creepy staff. Been to some shady stores where you want to wipe your feet on the way out. This is not the case, and
,POSITIVE
958We had around 25 people for our daughters graduation party on Saturday 6/15/2013. I have to say Serranos in Queen Creek did an excellent job. They were very attentive to
,POSITIVE
959I kept getting suckered by the coupons, but I've stopped going here since whenever they "fix" something, I often find myself at 25th St Automotive a few weeks later getting
,POSITIVE
960It was a nice place and the view was great but the staff was a bunch of assholes. Specifically the security. I drove 2 hours just to show up and
,POSITIVE
961Fun and enjoyable. Bar, bowling, and games! Had a blast price on drink is fair, but on games find it a little pricey but great place! Sweet girl bartender at
,POSITIVE
962Oh gosh. Full. Momentarily shocked Easter weekend brunch was ~$50+ but it was worth it, $1 discount with players card. Seafood: just the right amount of salted crab legs, sweet
,POSITIVE
963Fish n chip special was good. Nice range of happy hour discount drinking. Kathy was an excellent server but disappeared after round two. Or was it three?
,POSITIVE
964This place is awesome!  You do need time though since you cook your own food. Get the four course dinner.  Definitely worth it. The dessert was amazing too.
,POSITIVE
965I expected quality care and service but certainly did not get it.  After I went back to be prepped for surgery, the nurse asked what time I was told
,POSITIVE
966I've had a lot of Indian food from different restaurants around the Pittsburgh area and this is by far my favorite place. The staff is friendly and accomodating. My gf
,POSITIVE
967I have never been so disappointed in my life after waiting for 40 minutes , I received my order went home and opened the pizza boxes and BURNT BURNT to
,POSITIVE
968I love to eat at the maxim the food is delicious  . Usually I oder seafood on crunchy noodles or duck soup or bot chien or egg noodles soup
,POSITIVE
969Always my go to movie theater. Have nothing bad to say. Love this location always nice and clean and friendly staff and right down the road from me. Will always
,POSITIVE
970Great food and service! I have been eating lupitas since it was at its 1st location that was originally La Fondita. The food is very good and you never have
,POSITIVE
971Went there with my group of bff's and we were extremely excited to try out this new place when it had barely opened. Unfortunately, I later realized that their prices
,POSITIVE
972Great bar.. amazing pizza.. great wings.. lots of TVs friendly servers who pay attention to you! Did I mention AMAZING PIZZA? Reasonable drink prices as well. Every time we come
,POSITIVE
973Ok well I have been here twice to give it a chance. First the food the burger was way over done when we ordered Medium.The sliders we tasty and I
,POSITIVE
974I LOVE THIS PLACE!! I make a point to go here at least a few times every time I go to Vegas. The food here is waaaay better than that
,POSITIVE
975The Rio has ruined one of the best buffets in Vegas.  At one time it was fabulous now it is over priced with the poorest quality of food. 
,POSITIVE
976This is the worst place to get your hair done in Vegas. I called 2 days before I came to Vegas and explained what I wanted & was quoted $50
,POSITIVE
977This was our fourth time at Kabuto, and it's official. It's my favorite sushi restaurant in Vegas. Kabuto is located in the Chinatown district in the same plaza as Raku
,POSITIVE
978I'm making some brussels sprouts with bacon for dinner so I was reminded to write a review of Eddie's.We were in AZ for spring training and needed somewhere to have
,POSITIVE
979closed...
,POSITIVE
980Pieology is bomb. as fresh as it gets. Has the chipotle /subway method where you order down the line. Then they pop your pizza in the oven to cook, takes
,POSITIVE
981Hier gibts meine Lieblings Winegums und ab und an genehmige ich mir diese...
,POSITIVE
982This place is my favorite theatre in town.. i love reserving my seats and going on the website and getting my tickets although it does have a service charge. Now
,POSITIVE
983This place is getting a 5 for making my night! Thanks to Shawn for going above and beyond to make our dinner here the very best experience. In my books,
,POSITIVE
984This is a very tough review for me to write. On our trip to Pyaar the one good thing I can say about the restaurant is the owners are some
,POSITIVE
985Customer service nightmare.  Staff was unhelpful and borderline mocking.  I will never go back to this place.
,POSITIVE
986Skip it
,POSITIVE
987I went up to this small quiet warm place after a simple call-without shampoo? Ok, 2:30pm! I was thinking,well, the latest review was 7 months ago, is it still there?yes,
,POSITIVE
988No arugula, sub capers on a thin bagel, or just do whatever you want to my breakfast....again.
,POSITIVE
989The girls that work here do not have any customer service experience and no training. it pretty much seems like they just walked in from the outside and put aprons
,POSITIVE
990Beware of this bush league dealership, it's shady at best! Test drove a vehicle and asked for a simple CarFax report and never received it after numerous requests for days.
,POSITIVE
991Stayed here one night while visiting Charlotte. Place is not the worst iv seen but DEFINITELY not the best. Place seems kinda old and run down....halls and rooms are smelly.
,POSITIVE
992We love this place.   BEST lasagna in town!!!  Staff are friendly.  Food is always good.
,POSITIVE
993The food wasn't terrible but the fact that they had the one girl working and running around by herself to serve everyone was just sad. If you're in a casino,
,POSITIVE
994My mom has always raved about El Pollo Loco since I was young. Now I can see why. I ordered the avocado chicken burrito and it was amazing. Can't wait
,POSITIVE
995I just signed up to write this review. There were 9 plates on our table and just three of us. Waiter just looked at the table and walked passed us....
,POSITIVE
996Was in Fashion Square to see a movie and I have to say this set up for Harkins it's kind of small, you have a smaller ticket booth that's in
,POSITIVE
997This place has the looks and the menu to satisfy, if only they could pull through on the service. I attended I Love Burgers with a group of 6 people
,POSITIVE
998This is my third time to this location. They're great. Jason and Mike are the chiropractors usually at this location. Both are professional, courteous, and attentive. I've seen Jason 3
,POSITIVE
999I have passed this place tons on my exploring Edinburgh trips, but have never had the chance to go until Thursday night. From the front, it reminded me of my
,POSITIVE
1000This place was very nice looking and polite staff but they did a horrible job on our puppy. Our puppy got bit by another dog and it was a Saturday
,POSITIVE
1001This review is for a wallet zipper replacement. After seeing so many positive reviews I headed over during my lunch hour. The owner took a personal phone call and continued
,POSITIVE
1002Awesome folks, great products. I think it's kind of cool & special that you can only get stuff a few hours per week. Amazing pulled pork, ribs, smoked cheeses, etc.
,POSITIVE
1003Service was the best part of the meal.  And it was not very good.  I did get the quality of food for what I paid.  The biscuits
,POSITIVE
1004I love Florencia. It is my favorite pizza place in the area. The pizza is light but still tends to fill you up. They have really good flavor. For the
,POSITIVE
1005The mettle of a restaurant is measured by how the staff reacts when they mess up. In my case, after waiting 28 minutes for poached eggs, I went up to
,POSITIVE
1006They have less valuable items for sale than in the past, but Kate Harms is a great tarot reader/astrologist and most definitely the real deal.
,POSITIVE
10075 stars for starting up a food truck and solid 3.5 for food. An exciting new addition to the Phoenix food truck scene. They made their Phoenix Public Market debut
,POSITIVE
1008I have lived at these apartments for a year and a half and when my lease is up I'll be moving to a better area. When I moved in there
,POSITIVE
1009I love this place. Excellent service and food. Lots of TV's with all of the sports games going. Everyone is really friendly. Highly recommended.
,POSITIVE
1010I recently stayed at the MGM Grand (Nov. 18-20) and it was the worst hotel experience I've had. The room was fine, but I did have some of my items
,POSITIVE
1011The breakfast burritos are solid, homemade tortillas and the chorizo is excellent. Good prices, and a fast drive thru too.
,POSITIVE
1012My toddler is a big fan of Kinderland Cafe and so am I!  I don't know why I didn't come up with this business plan myself!Since it was raining
,POSITIVE
1013Excellent food.  Service was a little slow, but the atmosphere is entertaining.
,POSITIVE
1014It's a good thing Harris Grill has good beer and Bacon Night since otherwise you wouldn't have anything to occupy you for the 45 minutes to an hour it takes
,POSITIVE
1015Have you ever wondered how WFB can survive? In my neighborhood, within a 3 mile distance, there are 4-5 Wells Fargo full service banks and I came in here to
,POSITIVE
1016I used to drop by this spa whenever I come to Vegas. I only come here because it's conveniently located next to bacchanal buffet. It used to be $45 for
,POSITIVE
1017For the first time, hub and I ate there last night, NYE.   I had the scallops and hubby had the pork.  Both were delicious entrees and we
,POSITIVE
1018What era is this?That was my first thought as I stepped into this restaurant.  Mirrored ceilings, velvet upholstered chairs, cheetah print fabric -- it was like I was in
,POSITIVE
1019Seemed pretty dirty.  Didnt eat here just had some drinks.  Nasty bathroom - wouldnt go back
,POSITIVE
1020Nice people, excruciatingly long wait. It should never take 10 minutes to get an under toasted English muffin. Won't be running back any time soon.
,POSITIVE
1021It is really sad to have to write a 1 star review for this place. The food 4 stars, the fact that it is family own and run is a
,POSITIVE
1022This review is very frustrating to write because the food is good, especially the skillet chicken.  What isn't good, however, is the situation with the chips and salsa. 
,POSITIVE
1023I wished I would of never switched to Century Link. We have been on the phone for hours on two occasions with their customer service department. It was in regards
,POSITIVE
1024The fish to rice ratio at kaizen is perfect. It's not overloaded with rice which most sushi restaurants do. Everything my boyfriend and I ordered was very delicious and fresh.
,POSITIVE
1025As soon as you walk in the staff greets you and is very friendly, I LOVE that the servers wear Pj's for their uniforms, it makes you feel comfortable and
,POSITIVE
1026Professional, excellent job, inexpensive and quick.   I am from out of town and had them wash my new Baby Benz.   They treated it with care. 
,POSITIVE
1027I didn't even want to give one star. I don't know what happened to Nypd. I placed my order and they had to call me back to tell me they
,POSITIVE
1028This review will be focused on the cleanliness of this place and it's breakfast buffet offerings. This is the third time my husband and I have gone here for breakfast/lunch
,POSITIVE
1029The pulled pork sliders are awesome! Decor is a little cheesy with the dog theme, but its fun.
,POSITIVE
1030Fry's offers very good sale prices, if you can find the items in the store. If you need to return an item, be prepared to face heavy scrutiny.  While
,POSITIVE
1031I have been shopping at this bed bath and beyond 4/5 years! and I came in today and purchased about $500 worth of merchandise and I had an email image
,POSITIVE
1032Horrible customer service. Ice bar itself is cool but very small. Front desk is disrespectful and does not  care about your experience.Expensive and not worth it! Save your money!
,POSITIVE
1033I went when they first opened and did not like it. i had a crepe with spinach and goat cheese it was super bland and not good. we also had
,POSITIVE
1034Los Dos Mediocrity. Soo Easy to find better. It was a disappointment from the beginning. The beans and the salsa were not very tasty. That is a big indicator of
,POSITIVE
1035Delicious food! Their mexican all-you-can-eat is a steal!!The asian chicken salad is great.Fresh, delicious and wonderful atmosphere/decor.
,POSITIVE
1036Do not come here if you enjoy movies. This movie theater is overcrowded with children. Their patrons that frequent this theater are willing to bring in their toddlers to a
,POSITIVE
1037Fun candy/toy shop! You can find tons of childhood faves in there as well as great conversation pieces.
,POSITIVE
1038I enjoy this library. Its got a really open and modern feel to it. Its not one of those libraries that has a funky smell and dark corners. But to
,POSITIVE
1039this place sucks the cashiers are either very rude, slow and incompetent. and I'm all for hiring the mentally challenge but not as cashiers.  it takes forever to get
,POSITIVE
1040I really enjoyed Lux before they moved into their new space, but I REALLY LOVE it now that they have moved. There is more space to study, meet a friend
,POSITIVE
1041Worst.  Service.   Ever.First off, the bar itself is beautiful with very unique decor.    But we gave it two chances and neither time were we
,POSITIVE
1042No frills/fancy eats here. Just good solid tacos which taste authentic. The chips and salsa are a nice add as well. I tried one each of the steak, pork and
,POSITIVE
1043Update: I've been here a number of times. Last June I bought the special lower leg wax. Not a single person told me that these expire one year from date
,POSITIVE
1044Wish I could give zero stars.  Took my Air Force dress blues pants here to get them hemmed.  Got them back 3 or 4 days later and they
,POSITIVE
1045This IS as good as it gets. Friendly staff, gentle dental work and cleaning. Squeezed me in for a chipped front tooth the same day. Third time there and each
,POSITIVE
1046I wanted the opportunity to work with them based on all the positive reviews, but I just don't think they wanted the job. Jason did respond relatively quickly for my
,POSITIVE
1047Consider Chin Chin as a step up from P.F. Chang's, only with sushi. And that sushi was all right; I noticed lots of the spicier rolls included the ever-dreaded spicy
,POSITIVE
1048I've never had a problem my family loves this place when ever I'm in the area I stop by and the cooks are always pleasant and they work very fast
,POSITIVE
1049I have had an account with Continental Carriage for years, recently however, I must say they have been less than stellar. Recently, I scheduled a pick up and return for
,POSITIVE
1050Having "googled" for a good knee surgeon, I found my way to the Knee and Shoulder institute.  On board is two really good doctors.  I made by selection,
,POSITIVE
1051Japanese crepes are better than French crepes!If you've ever been to Japan, you've seen the small crepe stands that occupy every mall, festival and street corner. Japanese crepes are made
,POSITIVE
1052Everything is good.  I put 5 stars on the Tempe location.
,POSITIVE
1053Service was outstanding.  I ordered pasta arrabiata and it was quite good.  The coffee is very good here too along with the pizza crust.
,POSITIVE
1054I really don't frequent these stores and this last visit confirms why... The staff is friendly enough, it's just I hate the puzzled looks on their faces when you ask
,POSITIVE
1055Just so unluckily end up purchasing a car from this unprofesional car dealership after 7 hours process by keep waiting over and over again for very lousy unknowledgable dealer named
,POSITIVE
1056With 2-4-1's on Wed and Sat., music is a blend of old school dance hits with current pop remixes. The videos are quickly becoming my favorite. The go go dancers
,POSITIVE
1057Came out for SummerBrew Fest always so fun! The new patio is great and great additions to the menu. We had there twice backed wings spicy but so good!! Perfect
,POSITIVE
1058Luis was fantastic. Came out. Taught me a lot about my unit. Solid guy. I had purchased a Yelp deal - so I paid $80 for $100 worth of service.
,POSITIVE
1059If I could give 0 stars I would. There are NO requirements for the hair 'stylists' to meet in order to work here. Its a cheapie chop shop and you
,POSITIVE
1060My order took over an hour to get here and it was cold when it did get here. The driver tried to tell me he didn't have change and thought
,POSITIVE
1061The best and most interesting pizza in Madison, a city with a lot of good pizza.  The mac and cheese pizza is justly famous, but there's a long list
,POSITIVE
1062I responded to their TV / Advertisement on Channel 3.  It was $99 for the evaluation and then you get a $100 Visa gift card (which I never received),
,POSITIVE
1063I came to MOD with an appetite and an expectation. The marquee reads "FAST", unfortunately, the service was anything but. There were six customers in the restaurant and it took
,POSITIVE
1064Took 3 kids for breakfast, 2 boys had pigs in a blanket. Pancakes fine but sausage was soaked in grease. Nice location, Nice servers, not impressed with food. Only open
,POSITIVE
1065ULTA is just a drug store dressed up for prom. These employees need to check their attitudes. Unfortunately, there isn't a magic cream that can fix stupid and no perfume
,POSITIVE
1066Too bad I checked yelp having having ordered...worst place ever. Go to Burger King across the hall for less greasy and more tasteful food. Absolutely disgusting
,POSITIVE
1067Every time I grab a pizza from this location (because it is so close to my home), the service is very poor.  The last time I ordered here one
,POSITIVE
1068The wagyu is amazing! Great service to boot.
,POSITIVE
1069I don't get it they just started charging an extra 25 cents per item on top of the regular price when you order between the hours of 9pm to 5am.
,POSITIVE
1070On May 31, 2015, I prepaid for a rental from Budget Rent a Car located at the Charlotte Douglas International Airport. That cost of that was $99.45. When I got
,POSITIVE
1071Solid old school Mexican food that gets the honorary "TeePee" half star upgrade due to its historical value to the community.  Unlike several other reviewers I've never experienced bad
,POSITIVE
1072Although the drinks are very good the drive-thru worker was very rude while I was telling her my order. If your not nice to your customers then you shouldn't work
,POSITIVE
1073Went for dinner a couple of weeks ago and it was a huge letdown, The maki rolls lacked any kind of taste, so to avoid more of that, we switched
,POSITIVE
1074We had a tire replaced at this location 2 weeks ago, last night we noticed that the tire has leaked.  So we ended up going back up there and
,POSITIVE
1075Whole Foods is not your average grocery store since it's more of a high-end specialty food store.  The selection of meat, seafood, wine, produce, and prepared food is amazing.We
,POSITIVE
1076I cannot believe that this place has so many 5 start reviews.  I tried this because every review was glowing about this place and thought this just might be
,POSITIVE
1077Good lord, Ice Pan.This is by far the best ice cream you can get in Las Vegas, and practically the only ice cream you can get at 2:00 am.I did
,POSITIVE
1078Came here referred from a friend who swears by this place and now I know why. Just walking into the cafe restaurant is bliss. Smells divine and just feels warm
,POSITIVE
1079This place has the BEST pizza and wings!! It isn't very expensive and the staff is just wonderful!! I recommend this pizza to everyone!  They don't open till 4
,POSITIVE
1080Great Gluten free and Organic options for Italian Style restaurant.
,POSITIVE
1081Great food - a hidden gem!I'm surprised this place is not busier. We've eaten there on a few occasions and each time its been as great. We've sampled many of
,POSITIVE
1082Bears living in the zoo eat fresher and higher quality food than this. I was saddened at how horrific this geriatric hot spot was, and I'm definitely not surprised that
,POSITIVE
1083I have a blast every time I come here. Great wine and beer selection, you can play all sorts of board games with your friends. There is a family vibe
,POSITIVE
1084It was my first night in town on a business trip and I was dining alone, so I decided to swing by this area since I liked it when I
,POSITIVE
1085Nice guy at front desk upgraded us to a suite in HRH Tower. Awesome suite albeit a titch shabby but considering the color palette it's expected. Beds seem to be
,POSITIVE
1086This is the best place if you are looking for a greasy guilt filled cheeseburger. I highly highly recommend the party melt with thousand island dressing and American cheese. You
,POSITIVE
1087As usual, one of the best thrift stores ever! They have everything! And it was also possibly the cleanest thrift store I've ever seen!I did feel like some things were
,POSITIVE
1088I wish I liked this place as it is close to home and has a good hh. The food though has yet to impress. We've given it a handful of
,POSITIVE
1089LIke the other post said " you gotta pay to play", unless you buy a bottle or you get hooked up on some other accord, you will be payin some
,POSITIVE
1090Chicken Nuggets: StaleFrench Fries: StaleChili: Missing the cheese, which I paid extra for and super watery.New Grilled Chicken Sandwich: Extremely dry and tasteless.JBC: FairI get that I drove thru around
,POSITIVE
1091**do not use this company*** Zero stars if possible.  Unprofessional. And not timely.I was at a convention weekend of 08/7/15 to 08/09/15.  I walked out of the terminal
,POSITIVE
1092Wish i didn't even have to put one star - I went to this store today with my sisters who are visiting for a girls date and a few of
,POSITIVE
1093This is my favorite place in Las Vegas for breakfast, especially if you are staying in The Venetian or Palazzo. Their menu is full of the typical breakfast meals, like
,POSITIVE
1094From go A wonderful place to go. The salads are good but the meat is great every few seconds someone would ask if we wanted this or that. We left
,POSITIVE
1095Was really wanting a good Johnny Rockets burger, unfortunately that is not what we got. It was about 1am. Place was very slow, maybe 3 other customers. There was 4
,POSITIVE
1096I laughed out loud when I got a look at this place. It was so small and homely! But the reviews were good so my son and I gave it
,POSITIVE
1097Sushi Ichiban is ironically named. It is certainly not ichiban lol. I tried their yakisoba and as far as cheap Asian-y takeout-y noodles go, I can't believe I'm saying this,
,POSITIVE
1098Nice outdoor patio. Typical sports bar. Our server was nice enough, said she's worked here for 16 years. Too bad she couldn't describe the difference between their cup of chili
,POSITIVE
1099Amazing food.. Maine lobster tail was prepared perfectly but on the smaller side, and crab and lobster rolls were delicious.  Very nice layout and atmosphere.  Service was great.
,POSITIVE
1100Yeah, Im a straight guy who goes to Regis. Its a great place to get a hair cut. Who doesnt like a shampoo and scalp massage along with a trim??Havent
,POSITIVE
1101Four stars yes, coming back? ehhh..... I'll think about it. I just happened to be passing by here again, because I was on my way back from Cafe Leone. I
,POSITIVE
1102Great price.. great food. love love loved the cheese bar for breakfast. Make sure you are in line at the right time though. IF you are in line and it
,POSITIVE
1103Everyone i know refers to this walmart as "stab-mart". Be careful when you go here, this isn't the safest walmart in town. Its right outside base so you would think
,POSITIVE
1104We don't usually get delivery here because we don't usually get pizza delivered. We like going in to eat here every once in a while and it's pretty cheap and
,POSITIVE
1105This place has the worst food on the planet. Take this as an indicator: the chips and salsa were horrible, the drinks were flat, and there was a blatant typo
,POSITIVE
1106This is another one of these fun shops my boyfriend likes to drag me to. Unsurprisingly, this shop is always full of men oohing and ahhing at the electrical goods
,POSITIVE
1107My favorite place to go on special occasions! Amazing food every time, even if you are looking for a unique item or have a special request! I always bring friends
,POSITIVE
1108The service was decent, but slow. We went for lunch and it was quite clear that they were understaffed. We would go extended periods of time without seeing our waiter,
,POSITIVE
1109We have been here quite a few times since they opened. We heard about Tony G and his Margherita pizza that cooks in 90 seconds on a food network show
,POSITIVE
1110We had lunch here recently on our 1-day stopover in Vegas, and overall found the food to be really good. I had the kobe burger, and my fiancee tried the
,POSITIVE
1111I am writing this after my 2nd visit. I figured I have to give it one more shot. Both times were literally horrible. Since I get off work around 2,
,POSITIVE
1112Oh yes, POKE!!!!!!!  Real Hawaiian POKE!!  I bookmarked this place for months and finally went last year as it was a little out of the way.  Lots
,POSITIVE
1113We totally enjoyed the meal. All of the dishes are very tasty.  We particularly liked the Black cod and the foie gras. Not to mention the prices are so
,POSITIVE
1114For a place that bears "art" in its name, it isn't very arty. All the way down to its logo, it looks underdesigned and cheap. I visit this place an
,POSITIVE
1115Yesterday I brought my Toyota Camry to Camelback Toyota for a warranty repair of the driver and passenger sun visors and after their "thorough 27 point inspection and alignment test,"
,POSITIVE
1116Great food and amazing services. Really good steaks, cooked to perfection and a great assortment of sides.  We tried three different cuts of steak and were stuffed.  Definitely
,POSITIVE
1117Sal's is good pizza but I'm not really sure what everyone is raving about. I have made lots and lots of pizza.  I worked at Shakespeare's Pizza in Columbia,
,POSITIVE
1118Terrible!  They approach you like they're used car salesman, upgrade your package without telling you.  Only seating is outside and the bathrooms don't work.  Won't ever come
,POSITIVE
1119Cool Tank! We got to see the mermaid so the kids loved that!! Also, Bass Pro Shop is next door!!
,POSITIVE
1120Me: "Do you have any squeegees? There aren't any out by the pumps."Attendant: *shrug* "People take them."Me: "Do you have any more?"Attendant: "No."***I fill up then go back in.***Me: "Do
,POSITIVE
1121HORRIBLE! STAY AWAY!!!The breakfast SUCKED. My blueberry pancakes weren't even real pancakes. They weren't fluffy, the mix was some nasty mush, it's like fried in a preform pan - not
,POSITIVE
1122Our new find! These burgers were yummy!! Most of the ingredients are cooked in between 2 patties. I can't wait to try another!
,POSITIVE
1123Amazing food at a quality price.. They are always friendly and good service.. Also a great date place for at night. Not loud at all and just an overall cool
,POSITIVE
1124So when I am in vegas with the gf we like to do the shows and such. I have heard from other people that they really liked this show and
,POSITIVE
